state,city,ibgeID,dose,vaccine,sex,age,pop2021,count
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,5-9,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,50-54,22521,139
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,55-59,22521,125
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,60-64,22521,119
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,65-69,22521,83
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,70-74,22521,56
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,75-79,22521,29
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,80-84,22521,14
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,85-89,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,F,90+,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,10-14,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,15-19,22521,31
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,20-24,22521,45
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,25-29,22521,64
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,30-34,22521,70
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,35-39,22521,79
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,40-44,22521,159
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,45-49,22521,121
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,50-54,22521,118
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,55-59,22521,116
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,60-64,22521,83
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,65-69,22521,78
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,70-74,22521,66
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,75-79,22521,44
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,80-84,22521,8
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,85-89,22521,3
MT,Chapada dos Guimarães/MT,5103007,3,Janssen,M,90+,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,10-14,22521,56
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,15-19,22521,120
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,20-24,22521,132
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,25-29,22521,150
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,30-34,22521,221
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,35-39,22521,297
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,40-44,22521,303
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,45-49,22521,250
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,50-54,22521,293
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,55-59,22521,354
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,60-64,22521,486
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,65-69,22521,407
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,70-74,22521,301
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,75-79,22521,209
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,80-84,22521,116
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,85-89,22521,58
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,F,90+,22521,26
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,10-14,22521,71
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,15-19,22521,88
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,20-24,22521,91
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,25-29,22521,86
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,30-34,22521,136
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,35-39,22521,167
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,40-44,22521,237
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,45-49,22521,180
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,50-54,22521,272
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,55-59,22521,300
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,60-64,22521,416
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,65-69,22521,438
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,70-74,22521,350
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,75-79,22521,219
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,80-84,22521,120
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,85-89,22521,54
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech,M,90+,22521,17
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,15-19,22521,20
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,20-24,22521,41
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,25-29,22521,33
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,30-34,22521,42
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,35-39,22521,48
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,40-44,22521,57
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,45-49,22521,57
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,50-54,22521,47
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,55-59,22521,73
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,60-64,22521,89
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,65-69,22521,79
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,70-74,22521,64
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,75-79,22521,46
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,80-84,22521,22
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,85-89,22521,8
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,F,90+,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,15-19,22521,17
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,20-24,22521,24
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,25-29,22521,28
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,30-34,22521,37
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,35-39,22521,45
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,40-44,22521,45
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,45-49,22521,57
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,50-54,22521,53
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,55-59,22521,63
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,60-64,22521,85
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,65-69,22521,70
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,70-74,22521,81
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,75-79,22521,63
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,80-84,22521,26
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,85-89,22521,9
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Bivalente,M,90+,22521,3
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Pediátrica,F,10-14,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Pediátrica,F,40-44,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Pfizer/BioNTech - Pediátrica,F,5-9,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,10-14,22521,29
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,15-19,22521,18
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,20-24,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,25-29,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,30-34,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,35-39,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,40-44,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,45-49,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,5-9,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,50-54,22521,7
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,55-59,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,60-64,22521,7
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,65-69,22521,3
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,70-74,22521,5
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,75-79,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,80-84,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,F,85-89,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,10-14,22521,16
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,15-19,22521,13
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,20-24,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,30-34,22521,3
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,35-39,22521,3
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,40-44,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,45-49,22521,3
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,5-9,22521,1
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,50-54,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,55-59,22521,4
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,60-64,22521,5
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,65-69,22521,3
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,70-74,22521,2
MT,Chapada dos Guimarães/MT,5103007,3,Sinovac,M,75-79,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,AstraZeneca,F,60-64,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,AstraZeneca,F,65-69,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,25-29,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,35-39,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,40-44,22521,4
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,45-49,22521,4
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,50-54,22521,8
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,55-59,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,60-64,22521,3
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,65-69,22521,4
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,70-74,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,F,85-89,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,40-44,22521,3
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,45-49,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,50-54,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,55-59,22521,4
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,60-64,22521,5
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,65-69,22521,8
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,70-74,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,75-79,22521,3
MT,Chapada dos Guimarães/MT,5103007,4,Janssen,M,85-89,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,20-24,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,30-34,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,35-39,22521,3
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,40-44,22521,3
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,45-49,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,50-54,22521,5
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,55-59,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,F,60-64,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,M,30-34,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,M,45-49,22521,4
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,M,55-59,22521,3
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,M,65-69,22521,2
MT,Chapada dos Guimarães/MT,5103007,4,Pfizer/BioNTech,M,90+,22521,1
MT,Chapada dos Guimarães/MT,5103007,4,Sinovac,F,10-14,22521,2
MT,Cláudia/MT,5103056,0,Janssen,F,15-19,12338,6
MT,Cláudia/MT,5103056,0,Janssen,F,20-24,12338,14
MT,Cláudia/MT,5103056,0,Janssen,F,25-29,12338,14
MT,Cláudia/MT,5103056,0,Janssen,F,30-34,12338,12
MT,Cláudia/MT,5103056,0,Janssen,F,35-39,12338,25
MT,Cláudia/MT,5103056,0,Janssen,F,40-44,12338,113
MT,Cláudia/MT,5103056,0,Janssen,F,45-49,12338,113
MT,Cláudia/MT,5103056,0,Janssen,F,50-54,12338,30
MT,Cláudia/MT,5103056,0,Janssen,F,55-59,12338,15
MT,Cláudia/MT,5103056,0,Janssen,F,60-64,12338,2
MT,Cláudia/MT,5103056,0,Janssen,F,70-74,12338,1
MT,Cláudia/MT,5103056,0,Janssen,M,15-19,12338,7
MT,Cláudia/MT,5103056,0,Janssen,M,20-24,12338,24
MT,Cláudia/MT,5103056,0,Janssen,M,25-29,12338,25
MT,Cláudia/MT,5103056,0,Janssen,M,30-34,12338,37
MT,Cláudia/MT,5103056,0,Janssen,M,35-39,12338,29
MT,Cláudia/MT,5103056,0,Janssen,M,40-44,12338,76
MT,Cláudia/MT,5103056,0,Janssen,M,45-49,12338,70
MT,Cláudia/MT,5103056,0,Janssen,M,50-54,12338,55
MT,Cláudia/MT,5103056,0,Janssen,M,55-59,12338,17
MT,Cláudia/MT,5103056,0,Janssen,M,60-64,12338,7
MT,Cláudia/MT,5103056,0,Janssen,M,65-69,12338,2
MT,Cláudia/MT,5103056,0,Janssen,M,70-74,12338,1
MT,Cláudia/MT,5103056,0,Janssen,M,85-89,12338,1
MT,Cláudia/MT,5103056,1,AstraZeneca,F,15-19,12338,26
MT,Cláudia/MT,5103056,1,AstraZeneca,F,20-24,12338,69
MT,Cláudia/MT,5103056,1,AstraZeneca,F,25-29,12338,161
MT,Cláudia/MT,5103056,1,AstraZeneca,F,30-34,12338,181
MT,Cláudia/MT,5103056,1,AstraZeneca,F,35-39,12338,162
MT,Cláudia/MT,5103056,1,AstraZeneca,F,40-44,12338,172
MT,Cláudia/MT,5103056,1,AstraZeneca,F,45-49,12338,153
MT,Cláudia/MT,5103056,1,AstraZeneca,F,50-54,12338,194
MT,Cláudia/MT,5103056,1,AstraZeneca,F,55-59,12338,234
MT,Cláudia/MT,5103056,1,AstraZeneca,F,60-64,12338,181
MT,Cláudia/MT,5103056,1,AstraZeneca,F,65-69,12338,95
MT,Cláudia/MT,5103056,1,AstraZeneca,F,70-74,12338,19
MT,Cláudia/MT,5103056,1,AstraZeneca,F,75-79,12338,6
MT,Cláudia/MT,5103056,1,AstraZeneca,F,80-84,12338,14
MT,Cláudia/MT,5103056,1,AstraZeneca,F,85-89,12338,11
MT,Cláudia/MT,5103056,1,AstraZeneca,M,15-19,12338,44
MT,Cláudia/MT,5103056,1,AstraZeneca,M,20-24,12338,84
MT,Cláudia/MT,5103056,1,AstraZeneca,M,25-29,12338,158
MT,Cláudia/MT,5103056,1,AstraZeneca,M,30-34,12338,143
MT,Cláudia/MT,5103056,1,AstraZeneca,M,35-39,12338,171
MT,Cláudia/MT,5103056,1,AstraZeneca,M,40-44,12338,161
MT,Cláudia/MT,5103056,1,AstraZeneca,M,45-49,12338,163
MT,Cláudia/MT,5103056,1,AstraZeneca,M,50-54,12338,190
MT,Cláudia/MT,5103056,1,AstraZeneca,M,55-59,12338,256
MT,Cláudia/MT,5103056,1,AstraZeneca,M,60-64,12338,199
MT,Cláudia/MT,5103056,1,AstraZeneca,M,65-69,12338,107
MT,Cláudia/MT,5103056,1,AstraZeneca,M,70-74,12338,15
MT,Cláudia/MT,5103056,1,AstraZeneca,M,75-79,12338,8
MT,Cláudia/MT,5103056,1,AstraZeneca,M,80-84,12338,17
MT,Cláudia/MT,5103056,1,AstraZeneca,M,85-89,12338,12
MT,Cláudia/MT,5103056,1,AstraZeneca,M,90+,12338,1
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,10-14,12338,213
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,15-19,12338,309
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,20-24,12338,229
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,25-29,12338,113
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,30-34,12338,88
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,35-39,12338,141
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,40-44,12338,61
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,45-49,12338,64
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,50-54,12338,39
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,55-59,12338,27
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,60-64,12338,6
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,65-69,12338,3
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,75-79,12338,4
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,F,80-84,12338,1
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,10-14,12338,208
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,15-19,12338,280
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,20-24,12338,203
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,25-29,12338,147
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,30-34,12338,130
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,35-39,12338,133
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,40-44,12338,121
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,45-49,12338,99
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,50-54,12338,61
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,55-59,12338,41
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,60-64,12338,7
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,65-69,12338,8
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,70-74,12338,4
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,75-79,12338,2
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech,M,80-84,12338,1
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech - Pediátrica,F,0-4,12338,6
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech - Pediátrica,F,10-14,12338,37
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech - Pediátrica,F,5-9,12338,76
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech - Pediátrica,M,0-4,12338,7
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech - Pediátrica,M,10-14,12338,34
MT,Cláudia/MT,5103056,1,Pfizer/BioNTech - Pediátrica,M,5-9,12338,81
MT,Cláudia/MT,5103056,1,Sinovac,F,0-4,12338,2
MT,Cláudia/MT,5103056,1,Sinovac,F,10-14,12338,17
MT,Cláudia/MT,5103056,1,Sinovac,F,15-19,12338,19
MT,Cláudia/MT,5103056,1,Sinovac,F,20-24,12338,53
MT,Cláudia/MT,5103056,1,Sinovac,F,25-29,12338,53
MT,Cláudia/MT,5103056,1,Sinovac,F,30-34,12338,39
MT,Cláudia/MT,5103056,1,Sinovac,F,35-39,12338,39
MT,Cláudia/MT,5103056,1,Sinovac,F,40-44,12338,31
MT,Cláudia/MT,5103056,1,Sinovac,F,45-49,12338,26
MT,Cláudia/MT,5103056,1,Sinovac,F,5-9,12338,24
MT,Cláudia/MT,5103056,1,Sinovac,F,50-54,12338,33
MT,Cláudia/MT,5103056,1,Sinovac,F,55-59,12338,21
MT,Cláudia/MT,5103056,1,Sinovac,F,60-64,12338,32
MT,Cláudia/MT,5103056,1,Sinovac,F,65-69,12338,67
MT,Cláudia/MT,5103056,1,Sinovac,F,70-74,12338,72
MT,Cláudia/MT,5103056,1,Sinovac,F,75-79,12338,72
MT,Cláudia/MT,5103056,1,Sinovac,F,80-84,12338,29
MT,Cláudia/MT,5103056,1,Sinovac,F,85-89,12338,7
MT,Cláudia/MT,5103056,1,Sinovac,F,90+,12338,10
MT,Cláudia/MT,5103056,1,Sinovac,M,0-4,12338,6
MT,Cláudia/MT,5103056,1,Sinovac,M,10-14,12338,14
MT,Cláudia/MT,5103056,1,Sinovac,M,15-19,12338,24
MT,Cláudia/MT,5103056,1,Sinovac,M,20-24,12338,41
MT,Cláudia/MT,5103056,1,Sinovac,M,25-29,12338,33
MT,Cláudia/MT,5103056,1,Sinovac,M,30-34,12338,42
MT,Cláudia/MT,5103056,1,Sinovac,M,35-39,12338,26
MT,Cláudia/MT,5103056,1,Sinovac,M,40-44,12338,39
MT,Cláudia/MT,5103056,1,Sinovac,M,45-49,12338,32
MT,Cláudia/MT,5103056,1,Sinovac,M,5-9,12338,40
MT,Cláudia/MT,5103056,1,Sinovac,M,50-54,12338,28
MT,Cláudia/MT,5103056,1,Sinovac,M,55-59,12338,18
MT,Cláudia/MT,5103056,1,Sinovac,M,60-64,12338,37
MT,Cláudia/MT,5103056,1,Sinovac,M,65-69,12338,76
MT,Cláudia/MT,5103056,1,Sinovac,M,70-74,12338,96
MT,Cláudia/MT,5103056,1,Sinovac,M,75-79,12338,53
MT,Cláudia/MT,5103056,1,Sinovac,M,80-84,12338,24
MT,Cláudia/MT,5103056,1,Sinovac,M,85-89,12338,5
MT,Cláudia/MT,5103056,1,Sinovac,M,90+,12338,7
MT,Cláudia/MT,5103056,2,AstraZeneca,F,15-19,12338,16
MT,Cláudia/MT,5103056,2,AstraZeneca,F,20-24,12338,65
MT,Cláudia/MT,5103056,2,AstraZeneca,F,25-29,12338,125
MT,Cláudia/MT,5103056,2,AstraZeneca,F,30-34,12338,155
MT,Cláudia/MT,5103056,2,AstraZeneca,F,35-39,12338,143
MT,Cláudia/MT,5103056,2,AstraZeneca,F,40-44,12338,159
MT,Cláudia/MT,5103056,2,AstraZeneca,F,45-49,12338,145
MT,Cláudia/MT,5103056,2,AstraZeneca,F,50-54,12338,184
MT,Cláudia/MT,5103056,2,AstraZeneca,F,55-59,12338,235
MT,Cláudia/MT,5103056,2,AstraZeneca,F,60-64,12338,177
MT,Cláudia/MT,5103056,2,AstraZeneca,F,65-69,12338,91
MT,Cláudia/MT,5103056,2,AstraZeneca,F,70-74,12338,22
MT,Cláudia/MT,5103056,2,AstraZeneca,F,75-79,12338,8
MT,Cláudia/MT,5103056,2,AstraZeneca,F,80-84,12338,8
MT,Cláudia/MT,5103056,2,AstraZeneca,F,85-89,12338,16
MT,Cláudia/MT,5103056,2,AstraZeneca,M,15-19,12338,29
MT,Cláudia/MT,5103056,2,AstraZeneca,M,20-24,12338,72
MT,Cláudia/MT,5103056,2,AstraZeneca,M,25-29,12338,131
MT,Cláudia/MT,5103056,2,AstraZeneca,M,30-34,12338,111
MT,Cláudia/MT,5103056,2,AstraZeneca,M,35-39,12338,138
MT,Cláudia/MT,5103056,2,AstraZeneca,M,40-44,12338,142
MT,Cláudia/MT,5103056,2,AstraZeneca,M,45-49,12338,151
MT,Cláudia/MT,5103056,2,AstraZeneca,M,50-54,12338,189
MT,Cláudia/MT,5103056,2,AstraZeneca,M,55-59,12338,240
MT,Cláudia/MT,5103056,2,AstraZeneca,M,60-64,12338,205
MT,Cláudia/MT,5103056,2,AstraZeneca,M,65-69,12338,111
MT,Cláudia/MT,5103056,2,AstraZeneca,M,70-74,12338,16
MT,Cláudia/MT,5103056,2,AstraZeneca,M,75-79,12338,8
MT,Cláudia/MT,5103056,2,AstraZeneca,M,80-84,12338,15
MT,Cláudia/MT,5103056,2,AstraZeneca,M,85-89,12338,11
MT,Cláudia/MT,5103056,2,AstraZeneca,M,90+,12338,2
MT,Cláudia/MT,5103056,2,Janssen,F,20-24,12338,1
MT,Cláudia/MT,5103056,2,Janssen,F,40-44,12338,1
MT,Cláudia/MT,5103056,2,Janssen,F,45-49,12338,1
MT,Cláudia/MT,5103056,2,Janssen,M,50-54,12338,1
MT,Cláudia/MT,5103056,2,Janssen,M,55-59,12338,1
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,10-14,12338,161
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,15-19,12338,245
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,20-24,12338,190
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,25-29,12338,90
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,30-34,12338,76
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,35-39,12338,126
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,40-44,12338,62
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,45-49,12338,54
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,50-54,12338,42
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,55-59,12338,23
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,60-64,12338,8
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,65-69,12338,1
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,70-74,12338,1
MT,Cláudia/MT,5103056,2,Pfizer/BioNTech,F,75-79,12338,5
